status,GT_Fault,source_name,source_url,expected_twd_name,expected_twd_url,matched_twd_name,matched_twd_url,confidence
INCORRECT,YES,สีรองพื้นอเนกประสงค์ NIPPON PAINT FLEXISEAL 20 กก.,https://www.homepro.co.th/p/290960,สีรองพื้นปูนเก่า ผนังภายนอก NIPPON รุ่น เฟล็กซี่ ซีล ขนาด 20 กก. สีขาว,https://www.thaiwatsadu.com/th/sku/60207245,สีรองพื้นปูนใหม่ สูตรน้ำมัน NIPPON รุ่น ควิก ซิลเลอร์ ขนาด 5 แกลลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60386222,70
CORRECT,NO,สีรองพื้นปูนใหม่ DELTA TOPTECH COAT สีขาว 2.5 แกลลอน,https://www.homepro.co.th/p/1127043,สีรองพื้นปูนใหม่ DELTA รุ่นท็อปเทคโค้ดไวท์ ขนาด 2.5 แกลลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60312102,สีรองพื้นปูนใหม่ DELTA รุ่นท็อปเทคโค้ดไวท์ ขนาด 2.5 แกลลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60312102,100
CORRECT,NO,สีรองพื้นปูนใหม่ DULUX PRIMERSHIELD #1010 ด้าน 5 แกลลอน,https://www.homepro.co.th/p/1000340,สีรองพื้นปูนใหม่ DULUX รุ่น ไพร์เมอร์ชีลด์ 1010 ขนาด 5 แกลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60207269,สีรองพื้นปูนใหม่ DULUX รุ่น ไพร์เมอร์ชีลด์ 1010 ขนาด 5 แกลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60207269,95
CORRECT,NO,สีรองพื้นปูนใหม่ DULUX WEATHERSHIELD SUPER PRIMER 5 แกลลอน,https://www.homepro.co.th/p/227417?srsltid=AfmBOoooegTjVhYxB929TYOmXaCHfwP15s57PtRrA3YqRyf2yd5kqAI_,สีรองพื้นปูนใหม่ DULUX รุ่น เวเธอร์ชีลด์ ซูเปอร์ไพร์เมอร์ ขนาด 5 แกลลอน สีครีม,https://www.thaiwatsadu.com/th/sku/60098581,สีรองพื้นปูนใหม่ DULUX รุ่น เวเธอร์ชีลด์ ซูเปอร์ไพร์เมอร์ ขนาด 5 แกลลอน สีครีม,https://www.thaiwatsadu.com/th/sku/60098581,100
INCORRECT,YES,สีรองพื้นปูนใหม่ TOA HOMECOTE 1000 ด้าน 5 แกลลอน,https://www.homepro.co.th/p/1231878,สีรองพื้นปูนใหม่ HOMECOTE ขนาด 5 แกลอน สี 0000 ขาว,https://www.thaiwatsadu.com/th/sku/60184893,สีรองพื้นปูนอเนกประสงค์ TOA รุ่น QUICK PRIMER ขนาด 5 แกลลอน สีขาว #1000,https://www.thaiwatsadu.com/th/sku/60106837,90
CORRECT,NO,สีรองพื้นปูนใหม่ JBP FUTURE SHIELD ด้าน 5 แกลลอน,https://www.homepro.co.th/p/1244424?srsltid=AfmBOooTYfw_d2kMs3MhHU5yvSuM5XimRUcfuu9RgMylhIemvaXHWkei,สีรองพื้นปูนใหม่ JBP รุ่น FUTURESHIELD ขนาด 5 แกลลอน สีขาว #988,https://www.thaiwatsadu.com/th/sku/60421731,สีรองพื้นปูนใหม่ JBP รุ่น FUTURESHIELD ขนาด 5 แกลลอน สีขาว #988,https://www.thaiwatsadu.com/th/sku/60421731,100
CORRECT,NO,สีรองพื้นปูนใหม่ JBP SMART SHIELD-X ด้าน 5 แกลลอน,https://www.homepro.co.th/p/1259544,สีรองพื้นปูนใหม่ JBP รุ่น SMART SHIELD-X ขนาด 5 แกลลอน สีขาว #99,https://www.thaiwatsadu.com/th/sku/60410731,สีรองพื้นปูนใหม่ JBP รุ่น SMART SHIELD-X ขนาด 5 แกลลอน สีขาว #99,https://www.thaiwatsadu.com/th/sku/60410731,100
CORRECT,NO,สีรองพื้นปูนใหม่ JBP SUPREME PRIMER 1 แกลลอน,https://www.homepro.co.th/p/1054225?srsltid=AfmBOoqlwIWp3mAU5KG2WIRoQPC2ZVbZKXcWHuxbGyXWdIvnyssE_Z17,สีรองพื้นปูนใหม่ JBP รุ่น SUPREME PRIMER ขนาด 1 แกลลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60303317,สีรองพื้นปูนใหม่ JBP รุ่น SUPREME PRIMER ขนาด 1 แกลลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60303317,100
CORRECT,NO,สีรองพื้นปูนใหม่ JBP SUPREME PRIMER 2.5 แกลลอน,https://www.homepro.co.th/p/1054234,สีรองพื้นปูนใหม่ JBP รุ่น SUPREME PRIMER ขนาด 2.5 แกลลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60303318,สีรองพื้นปูนใหม่ JBP รุ่น SUPREME PRIMER ขนาด 2.5 แกลลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60303318,100
CORRECT,NO,สีรองพื้นปูนใหม่ JOTUN JOTAPLAST 5 แกลลอน,https://www.homepro.co.th/p/1157908?srsltid=AfmBOopZ4rVMy4tOVWWs_bSuVGHtbWDNz6DCbtZJygHxf_QwHEeLP0Ob,สีรองพื้นปูนใหม่ JOTUN รุ่น JOTAPLAST ขนาด 18 ลิตร สีขาว,https://www.thaiwatsadu.com/th/sku/60326002,สีรองพื้นปูนใหม่ JOTUN รุ่น JOTAPLAST ขนาด 18 ลิตร สีขาว,https://www.thaiwatsadu.com/th/sku/60326002,95
CORRECT,NO,สีรองพื้นปูนใหม่ JOTUN TOUGH SHIELD PRIMER 18.925 ลิตร,https://www.homepro.co.th/p/1195022,สีรองพื้นปูนใหม่ JOTUN รุ่น TOUGH SHIELD PRIMER ขนาด 18 ลิตร สีขาว,https://www.thaiwatsadu.com/th/sku/60364350,สีรองพื้นปูนใหม่ JOTUN รุ่น TOUGH SHIELD PRIMER ขนาด 18 ลิตร สีขาว,https://www.thaiwatsadu.com/th/sku/60364350,100
CORRECT,NO,สีรองพื้นปูนอเนกประสงค์ JOTUN JOTASHIELD PRIMER 5 แกลลอน,https://www.homepro.co.th/p/180397,สีรองพื้นปูนใหม่ JOTUN รุ่น โจตาชิลด์ ขนาด 5 แกลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60000400,สีรองพื้นปูนใหม่ JOTUN รุ่น โจตาชิลด์ ขนาด 5 แกลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60000400,100
CORRECT,NO,สีรองพื้นปูนใหม่ NIPPON PAINT JUNIOR99 5 แกลลอน,https://www.homepro.co.th/p/240744,สีรองพื้นปูนใหม่ NIPPON รุ่น จูเนียร์ 99 ขนาด 17.5 ลิตร. สีขาว,https://www.thaiwatsadu.com/th/sku/60193804,สีรองพื้นปูนใหม่ NIPPON รุ่น จูเนียร์ 99 ขนาด 17.5 ลิตร. สีขาว,https://www.thaiwatsadu.com/th/sku/60193804,100
CORRECT,NO,สีรองพื้นปูนใหม่ ชนิดด้าน TOA SUPERMATEX 0000 5 แกลลอน,https://www.homepro.co.th/p/124853,สีรองพื้นปูนใหม่ SUPERMATEX ขนาด 5 แกลอน สี 0000 ขาว,https://www.thaiwatsadu.com/th/sku/60065961,สีรองพื้นปูนใหม่ SUPERMATEX ขนาด 5 แกลอน สี 0000 ขาว,https://www.thaiwatsadu.com/th/sku/60065961,100
CORRECT,NO,สีรองพื้นปูนใหม่ NIPPON PAINT WALL SEALER #5100 5 แกลลอน,https://www.homepro.co.th/p/1043951?srsltid=AfmBOorjrM5pGK3SGNQvCf7hSFdRPR3StJnO9wSX37umkDwVkG6Wz6or,สีรองพื้นปูนใหม่ ภายนอก NIPPON รุ่น 5100 WALL SEALER ขนาด 5 แกลลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60261389,สีรองพื้นปูนใหม่ ภายนอก NIPPON รุ่น 5100 WALL SEALER ขนาด 5 แกลลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60261389,100
CORRECT,NO,สีรองพื้นปูนใหม่กันด่าง JBP AAA 2500 5 แกลลอน,https://www.homepro.co.th/p/1079838?srsltid=AfmBOop7PGqjgytqlj2mRzT7NOyEs28BbtPWw3pd56GdfL8ML8BDwaaA,สีรองพื้นปูนใหม่ JBP รุ่น AAA ขนาด 5 แกลลอน สีขาว #2500,https://www.thaiwatsadu.com/th/sku/60318865,สีรองพื้นปูนใหม่ JBP รุ่น AAA ขนาด 5 แกลลอน สีขาว #2500,https://www.thaiwatsadu.com/th/sku/60318865,100
CORRECT,NO,สีรองพื้นปูนใหม่กันด่าง TOA 4 SEASONS ADVANCE A1111 ด้าน 5 แกลลอน,https://www.homepro.co.th/p/15756,สีรองพื้นปูนใหม่กันด่าง TOA รุ่น 4 Seasons Advance ขนาด 5 แกลลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60000322,สีรองพื้นปูนใหม่กันด่าง TOA รุ่น 4 Seasons Advance ขนาด 5 แกลลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60000322,100
CORRECT,NO,สีรองพื้นปูนใหม่ BEGER PROFESSIONAL PRO-100 5 แกลลอน,https://www.homepro.co.th/p/1119040?lang=th&gad_source=1&gclid=Cj0KCQiA0fu5BhDQARIsAMXUBOIb7aEFKeTMvWHu3uJGlLD_E-4SesCsXu1jpnWZtfSWYJ3owV4_W4AaAm00EALw_wcB,สีรองพื้นปูนใหม่สูตรน้ำ BEGER รุ่น โปร 100 ขนาด 5 แกลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60243493,สีรองพื้นปูนใหม่สูตรน้ำ BEGER รุ่น โปร 100 ขนาด 5 แกลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60243493,100
CORRECT,NO,สีรองพื้น ตราเป็ดหงส์ MD PLUS ULTRA-HIDE 17.5 ลิตร,https://www.homepro.co.th/p/1153417,สีรองพื้นปูนใหม่และเก่า MANDARIN รุ่น MD Plus Ultra-Hide ขนาด 17.5 ลิตร สีขาว,https://www.thaiwatsadu.com/th/sku/60332090,สีรองพื้นปูนใหม่และเก่า MANDARIN รุ่น MD Plus Ultra-Hide ขนาด 17.5 ลิตร สีขาว,https://www.thaiwatsadu.com/th/sku/60332090,100
CORRECT,NO,สีรองพื้นปูนเก่า BEGER MULTI PURPOSE PRIMER B-1900 5 แกลลอน,https://www.homepro.co.th/p/208131,สีรองพื้นออล คอนกรีต ไพรเมอร์ BEGER รุ่น B-1900 ขนาด 5 แกลลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60074713,สีรองพื้นออล คอนกรีต ไพรเมอร์ BEGER รุ่น B-1900 ขนาด 5 แกลลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60074713,100
CORRECT,NO,สีรองพื้นอุตสาหกรรม JOTUN PENGUARD CLEAR SEALER A สีใส 2.4 ลิตร,https://www.homepro.co.th/p/1177867?srsltid=AfmBOooeHuzjcWvXjIz0OvlvPGHbyDbLo0CsD0Jlmjit9Ca_euQ8erNy,สีอุตสาหกรรม JOTUN รุ่นเพนการ์ดเคลียร์ซีลเลอร์ A ขนาด 2.4 ลิตร,https://www.thaiwatsadu.com/th/sku/60330985,สีอุตสาหกรรม JOTUN รุ่นเพนการ์ดเคลียร์ซีลเลอร์ A ขนาด 2.4 ลิตร,https://www.thaiwatsadu.com/th/sku/60330985,100
CORRECT,NO,สีรองพื้นปูนเก่า BEGER CLEAR CONTACT PRIMER B-1500 5 แกลลอน,https://www.homepro.co.th/p/279566?srsltid=AfmBOoqWNMfacuUFOq55z6YcReEuWfT6_fupPP_4C7ce5tpiPybPLaAc,สีรองพื้นเคลียร์คอนแทคไพรเมอร์ BEGER รุ่น B-1500 ขนาด 5 แกลลอน สีใส,https://www.thaiwatsadu.com/th/sku/60184181,สีรองพื้นเคลียร์คอนแทคไพรเมอร์ BEGER รุ่น B-1500 ขนาด 5 แกลลอน สีใส,https://www.thaiwatsadu.com/th/sku/60184181,100
CORRECT,NO,สีรองพื้นอเนกประสงค์ TOA SUPER FLEX 18 ลิตร,https://www.homepro.co.th/p/1265967?srsltid=AfmBOorDLsPTHSn1ASD-9wiQ_-BUhRHTBV6LP9wGDhTxPwN0sULpPF-S,สีรองพื้นอเนกประสงค์ TOA รุ่น SUPER FLEX PRIMER ขนาด 18 ลิตร สีขาว #1000,https://www.thaiwatsadu.com/th/sku/60414104,สีรองพื้นอเนกประสงค์ TOA รุ่น SUPER FLEX PRIMER ขนาด 18 ลิตร สีขาว #1000,https://www.thaiwatsadu.com/th/sku/60414104,100
CORRECT,NO,สีรองพื้นอเนกประสงค์ TOA SUPER FLEX 9 ลิตร,https://www.homepro.co.th/p/1265976?srsltid=AfmBOoqg9uWkbqzvGEUKdpeoV-LtmMWm175aejw-M-yOIHTRx2SrLd9B,สีรองพื้นอเนกประสงค์ TOA รุ่น SUPER FLEX PRIMER ขนาด 9 ลิตร สีขาว #1000,https://www.thaiwatsadu.com/th/sku/60414103,สีรองพื้นอเนกประสงค์ TOA รุ่น SUPER FLEX PRIMER ขนาด 9 ลิตร สีขาว #1000,https://www.thaiwatsadu.com/th/sku/60414103,100
CORRECT,NO,สีเคลือบกันสนิม JBP AAA 2IN1 #G8002 สีดำ 3 ลิตร,https://www.homepro.co.th/p/1191632,สีรองพื้นและทับหน้ากันสนิม JBP รุ่น AAA 2in1 ขนาด 1 แกลลอน สีดำ #G8002,https://www.thaiwatsadu.com/th/sku/60361541,สีรองพื้นและทับหน้ากันสนิม JBP รุ่น AAA 2in1 ขนาด 1 แกลลอน สีดำ #G8002,https://www.thaiwatsadu.com/th/sku/60361541,95
CORRECT,NO,สีสเปรย์ WIN 200 WHITE 400 ซีซี,https://www.homepro.co.th/p/14923,สีสเปรย์ อเนกประสงค์ WIN รุ่น 200 ขนาด 400 ซีซี. สีขาว,https://www.thaiwatsadu.com/th/sku/60001889,สีสเปรย์ อเนกประสงค์ WIN รุ่น 200 ขนาด 400 ซีซี. สีขาว,https://www.thaiwatsadu.com/th/sku/60001889,100
CORRECT,NO,สีสเปรย์ WIN 210 BLACK 400 ซีซี,https://www.homepro.co.th/p/14924,สีสเปรย์ อเนกประสงค์ WIN รุ่น 210 ขนาด 400 ซีซี. สีดำ,https://www.thaiwatsadu.com/th/sku/60001894,สีสเปรย์ อเนกประสงค์ WIN รุ่น 210 ขนาด 400 ซีซี. สีดำ,https://www.thaiwatsadu.com/th/sku/60001894,100
CORRECT,NO,สีสเปรย์ WIN 211 RED 400 ซีซี,https://www.homepro.co.th/p/14925,สีสเปรย์ อเนกประสงค์ WIN รุ่น 211 ขนาด 400 ซีซี. สีแดง,https://www.thaiwatsadu.com/th/sku/60001902,สีสเปรย์ อเนกประสงค์ WIN รุ่น 211 ขนาด 400 ซีซี. สีแดง,https://www.thaiwatsadu.com/th/sku/60001902,100
CORRECT,NO,สีสเปรย์ WIN 212 FLAT BLACK 400 ซีซี,https://www.homepro.co.th/p/14926,สีสเปรย์ อเนกประสงค์ WIN รุ่น 212 ขนาด 400 ซีซี. สี FLAT BLACK,https://www.thaiwatsadu.com/th/sku/60001909,สีสเปรย์ อเนกประสงค์ WIN รุ่น 212 ขนาด 400 ซีซี. สี FLAT BLACK,https://www.thaiwatsadu.com/th/sku/60001909,100
CORRECT,NO,สีรองพื้นอุตสาหกรรม JOTUN PENGUARD HARDENER B สีใส 0.6 ลิตร,https://www.homepro.co.th/p/1177846,สีอุตสาหกรรม JOTUN รุ่น PENGUARD ENAMEL COM B ขนาด 0.6 ลิตร สีใส,https://www.thaiwatsadu.com/th/sku/60330986,สีอุตสาหกรรม JOTUN รุ่น PENGUARD ENAMEL COM B ขนาด 0.6 ลิตร สีใส,https://www.thaiwatsadu.com/th/sku/60330986,95
CORRECT,NO,สีน้ำมันกันสนิม ชนิดด้าน WOODTECT HERO RUSTTECH 2 IN 1 H2-888 สีดำ 1 แกลลอน,https://www.homepro.co.th/p/1135133,สีเคลือบกันสนิม 2 in 1 HERO รุ่น H2-888 ขนาด 1 แกลลอน สีดำ,https://www.thaiwatsadu.com/th/sku/60326395,สีเคลือบกันสนิม 2 in 1 HERO รุ่น H2-888 ขนาด 1 แกลลอน สีดำ,https://www.thaiwatsadu.com/th/sku/60326395,95
CORRECT,NO,สีรองพื้นกันสนิมและสีเคลือบทับหน้า กระทิง รัสท์เทค 2 IN 1 KM-9990 สีดำ ด้าน 1 แกลลอน,https://www.homepro.co.th/p/1170072,กระทิง Rust Tech 2IN1 สีเคลือบกันสนิม 2 in 1 ชนิดด้าน รุ่น รัสท์เทค KM-9990 ขนาด 1 แกลอน สีดำ,https://www.thaiwatsadu.com/th/sku/60335966,กระทิง Rust Tech 2IN1 สีเคลือบกันสนิม 2 in 1 ชนิดด้าน รุ่น รัสท์เทค KM-9990 ขนาด 1 แกลอน สีดำ,https://www.thaiwatsadu.com/th/sku/60335966,100
CORRECT,NO,สีน้ำมัน BEGERSHIELD GRIPTECH 2IN1 BR800 สีดำ เงา 1 แกลลอน,https://www.homepro.co.th/p/1177358,สีเคลือบกันสนิม 2 in 1 เงา เบเยอร์ชิลด์ กริปเทค รุ่น BR800 ขนาด 1 แกลลอน สีดำ,https://www.thaiwatsadu.com/th/sku/60351475,สีเคลือบกันสนิม 2 in 1 เงา เบเยอร์ชิลด์ กริปเทค รุ่น BR800 ขนาด 1 แกลลอน สีดำ,https://www.thaiwatsadu.com/th/sku/60351475,95
INCORRECT,YES,สีเคลือบกันสนิม TOA เป็ดหงส์ 2 IN 1 สีดำ M818 1 แกลลอน,https://www.homepro.co.th/p/1118476,สีเคลือบกันสนิม ชนิดด้าน MANDARIN รุ่น MD 2IN1 RUSTTECH ขนาด 1 แกลลอน สี Flat Black #M818,https://www.thaiwatsadu.com/th/sku/60302702,สีน้ำมันทับหน้าและรองพื้น ชนิดเงา TOA รุ่น Glipton 2in1 ขนาด 1 แกลลอน สีดำ #GG800,https://www.thaiwatsadu.com/th/sku/60381986,90
CORRECT,NO,สีเคลือบกันสนิม CAPTAIN MARK 2 IN 1 MF800 สีดำ ด้าน 1 แกลลอน,https://www.homepro.co.th/p/1276867?srsltid=AfmBOooemG_IPenUYL26sl2pb2BgN4IaZwHjZmkXu0Vt1CXdG3I8QWil,สีเคลือบ ชนิดด้าน CAPTAIN รุ่น MARK 2IN1 RUST TECH ขนาด 3 ลิตร สีดำด้าน #MF800,https://www.thaiwatsadu.com/sku/60419708,สีเคลือบ ชนิดด้าน CAPTAIN รุ่น MARK 2IN1 RUST TECH ขนาด 3 ลิตร สีดำด้าน #MF800,https://www.thaiwatsadu.com/sku/60419708,90
CORRECT,NO,สีน้ำมันเคลือบด้าน TOA GLIPTON BASE D สีขาว 1 แกลลอน,https://www.homepro.co.th/p/1102567?srsltid=AfmBOop7v4QEnNx_e3vcfd1Coe77S8RkUptlPkd6erc1Ign3lw0eEiRH,สีเคลือบด้าน TOA รุ่น GLIPTON ขนาด 1 แกลลอน สีเบส D,https://www.thaiwatsadu.com/th/sku/60307095,สีเคลือบด้าน TOA รุ่น GLIPTON ขนาด 1 แกลลอน สีเบส D,https://www.thaiwatsadu.com/th/sku/60307095,100
CORRECT,NO,สีน้ำมัน TOA FLAT ENAMEL F888 สีดำ ด้าน 1 แกลลอน,https://www.homepro.co.th/p/106962,สีเคลือบด้าน TOA GLIPTON รุ่น F888 ขนาด 1 แกลลอน สีดำ,https://www.thaiwatsadu.com/th/sku/60268528,สีเคลือบด้าน TOA GLIPTON รุ่น F888 ขนาด 1 แกลลอน สีดำ,https://www.thaiwatsadu.com/th/sku/60268528,95
CORRECT,NO,น้ำยาเคลือบหิน BEGER PU HYBRID A200 1 แกลลอน,https://www.homepro.co.th/p/1191323,สีเคลือบเงาอะคริลิก BEGER รุ่น A-200 สูตรน้ำ พียูไฮบริด ขนาด 1 แกลลอน สีใส,https://www.thaiwatsadu.com/th/sku/60365815,สีเคลือบเงาอะคริลิก BEGER รุ่น A-200 สูตรน้ำ พียูไฮบริด ขนาด 1 แกลลอน สีใส,https://www.thaiwatsadu.com/th/sku/60365815,95
CORRECT,NO,น้ำยาเคลือบเงาใสกันซึม BEGER #A-100 1 แกลลอน,https://www.homepro.co.th/p/1086976,สีเคลือบเงาอะครีลิก A-100 BEGER รุ่น FBACGG100 ขนาด 1 แกลลอน สีใส,https://www.thaiwatsadu.com/th/sku/60281244,สีเคลือบเงาอะครีลิก A-100 BEGER รุ่น FBACGG100 ขนาด 1 แกลลอน สีใส,https://www.thaiwatsadu.com/th/sku/60281244,100
CORRECT,NO,สีเคลือบกันสนิม JBP AAA 2IN1 8226 สีเทา เงา 3 ลิตร,https://www.homepro.co.th/p/1235046?srsltid=AfmBOopI7o3gzFRQuYgzq3Chynrqsfm9vC_ojnPe-Ul-NK_TfJwtb4s7,สีเคลือบเงาและรองพื้นกันสนิม JBP รุ่น AAA 2in1 ขนาด 1 แกลลอน สีเทา #G8226,https://www.thaiwatsadu.com/th/sku/60398102,สีเคลือบเงาและรองพื้นกันสนิม JBP รุ่น AAA 2in1 ขนาด 1 แกลลอน สีเทา #G8226,https://www.thaiwatsadu.com/th/sku/60398102,95
CORRECT,NO,สีโป๊วปูน TOA ACRYLIC FILLER 1 แกลลอน,https://www.homepro.co.th/p/210824,สีโป๊ว อะคริลิกฟิลเลอร์ TOA รุ่น ALFIL ขนาด 1 แกลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60002011,สีโป๊ว อะคริลิกฟิลเลอร์ TOA รุ่น ALFIL ขนาด 1 แกลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60002011,100
CORRECT,NO,หน้าต่างบานเลื่อน UPVC S-S มุ้ง WINDOW ASIA 120X110 ซม. สีขาว,https://www.homepro.co.th/p/1165839,หน้าต่าง UPVC 2 บาน พร้อมมุ้ง FRAMEX ขนาด 120 x 110 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60365140,หน้าต่าง UPVC 2 บาน พร้อมมุ้ง FRAMEX ขนาด 120 x 110 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60365140,85
CORRECT,NO,หน้าต่างบานเปิด UPVC มุ้ง WINDOW ASIA 60X110 ซม. สีขาว,https://www.homepro.co.th/p/1165840,หน้าต่างบานเปิด UPVC พร้อมมุ้ง FRAMEX ขนาด 60 x 110 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60365144,หน้าต่างบานเปิด UPVC พร้อมมุ้ง FRAMEX ขนาด 60 x 110 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60365144,95
INCORRECT,YES,หน้าต่างเลื่อน UPVC S-S มุ้ง WINDOW ASIA ECO 100X100 ซม. สีขาว,https://www.homepro.co.th/p/1165800,หน้าต่างอะลูมิเนียมบานเลื่อน 2 บาน พร้อมมุ้ง SS FRAMEX รุ่น ECO ขนาด 100 x 100 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60400218,หน้าต่างบานเลื่อน UPVC ECO 60 FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 100 x 100 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60385549,95
CORRECT,NO,หน้าต่างบานเลื่อน อะลูมิเนียม S-S มุ้ง WINDOW ASIA F10 100X110 ซม. สีขาว,https://www.homepro.co.th/p/1164214,หน้าต่างอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 100 x 110 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60277547,หน้าต่างอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 100 x 110 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60277547,95
CORRECT,NO,หน้าต่างบานเลื่อน อะลูมิเนียม S-S มุ้ง LYNN PRIME SERIES 120X110 ซม. สีขาว,https://www.homepro.co.th/p/1081574,หน้าต่างอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 120 x 110 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60277548,หน้าต่างอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 120 x 110 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60277548,95
CORRECT,NO,หน้าต่างบานเลื่อน อะลูมิเนียม S-S มุ้ง WINDOW ASIA F10 120X110 ซม. สีดำ,https://www.homepro.co.th/p/1164146,หน้าต่างอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 120 x 110 ซม. สีดำ,https://www.thaiwatsadu.com/th/sku/60277555,หน้าต่างอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 120 x 110 ซม. สีดำ,https://www.thaiwatsadu.com/th/sku/60277555,95
CORRECT,NO,หน้าต่างบานเลื่อน อะลูมิเนียม S-S มุ้ง WINDOW ASIA F10 150X110 ซม. สีดำ,https://www.homepro.co.th/p/1164236,หน้าต่างอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 150 x 110 ซม. สีดำ,https://www.thaiwatsadu.com/th/sku/60277556,หน้าต่างอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 150 x 110 ซม. สีดำ,https://www.thaiwatsadu.com/th/sku/60277556,95
CORRECT,NO,หน้าต่างบานเลื่อน อะลูมิเนียม S-F-S มุ้ง SANKYOALUMI J-TRUST VENTILATION 180x110 ซม. สีขาว,https://www.homepro.co.th/p/1104982,หน้าต่างอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 4 บาน+มุ้ง FSSF ขนาด 180 x 110 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60277550,หน้าต่างอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 4 บาน+มุ้ง FSSF ขนาด 180 x 110 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60277550,95
CORRECT,NO,หน้าต่างบานเลื่อน อะลูมิเนียม F-S-S-F มุ้ง LYNN PRIME SERIES 180X110 ซม. สีดำ,https://www.homepro.co.th/p/1112629,หน้าต่างอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 4 บาน+มุ้ง FSSF ขนาด 180 x 110 ซม. สีดำ,https://www.thaiwatsadu.com/th/sku/60277557,หน้าต่างอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 4 บาน+มุ้ง FSSF ขนาด 180 x 110 ซม. สีดำ,https://www.thaiwatsadu.com/th/sku/60277557,95
CORRECT,NO,หน้าต่างบานเลื่อน อะลูมิเนียม S-F-S มุ้ง SANKYOALUMI J-TRUST VENTILATION 240x110 ซม. สีขาว,https://www.homepro.co.th/p/1104887,หน้าต่างอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 4 บาน+มุ้ง FSSF ขนาด 240 x 110 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60321035,หน้าต่างอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 4 บาน+มุ้ง FSSF ขนาด 240 x 110 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60321035,95
CORRECT,NO,หน้าต่างบานเลื่อน อะลูมิเนียม F-S-S-F มุ้ง WINDOW ASIA F10 240X110 ซม. สีดำ,https://www.homepro.co.th/p/1164175,หน้าต่างอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 4 บาน+มุ้ง FSSF ขนาด 240 x 110 ซม. สีดำ,https://www.thaiwatsadu.com/th/sku/60321036,หน้าต่างอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 4 บาน+มุ้ง FSSF ขนาด 240 x 110 ซม. สีดำ,https://www.thaiwatsadu.com/th/sku/60321036,95
